DWIS8,Holding a towel/s|Taking a towel/s from somewhere|Watching something/someone/themselves in a mirror|Putting something on a shelf|Holding some clothes|Taking a dish/es from somewhere|Someone is undressing|Taking some clothes from somewhere|Holding a dish|Putting a dish/es somewhere|Putting clothes somewhere,964
D1WYU,Sitting in a chair|Throwing a bag somewhere|Someone is going from standing to sitting|Taking off some shoes|Putting shoes somewhere|Putting a bag somewhere|Throwing clothes somewhere|Walking through a doorway|Holding a bag,0
MUE2B,Opening a door|Watching/Looking outside of a window|Turning on a light|Walking through a doorway,0
NO443,Watching television|Someone is standing up from somewhere|Someone is going from standing to sitting|Watching/Looking outside of a window|Sitting in a chair|Putting on shoe/shoes|Sitting on sofa/couch,889
JBFPI,Working/Playing on a laptop|Holding a cup/glass/bottle of something|Drinking from a cup/glass/bottle|Working at a table|Putting a cup/glass/bottle somewhere|Watching a laptop or something on a laptop|Taking a cup/glass/bottle from somewhere,914
0J1BT,Putting clothes somewhere|Throwing clothes somewhere|Putting something on a shelf|Someone is undressing|Someone is smiling|Someone is smiling,279
AOK1L,Putting something on a table|Holding a cup/glass/bottle of something|Taking off some shoes|Drinking from a cup/glass/bottle|Pouring something into a cup/glass/bottle|Walking through a doorway|Holding a bag|Washing something with a towel|Holding a towel/s|Opening a door|Taking a cup/glass/bottle from somewhere|Tidying up a table,1026
RXQEJ,Throwing shoes somewhere|Holding a cup/glass/bottle of something|Holding a shoe/shoes|Taking a cup/glass/bottle from somewhere|Putting shoes somewhere|Throwing something on the floor,1006
8AR3Q,Taking a picture of something|Holding a phone/camera|Throwing something on the floor|Watching/looking at a picture|Someone is going from standing to sitting,417
UD8SH,,195
VIN5T,Holding a pillow|Holding a phone/camera|Playing with a phone/camera|Sitting on the floor|Throwing something on the floor|Taking a phone/camera from somewhere|Putting a pillow somewhere|Throwing a pillow somewhere,304
BVDIM,Walking through a doorway|Putting something on a table|Holding a dish|Someone is eating something|Putting a dish/es somewhere|Taking food from somewhere|Taking a dish/es from somewhere|Holding some food|Eating a sandwich|Putting some food somewhere|Taking food from somewhere,920
SRTX6,Holding some food|Holding a blanket|Putting something on a table|Taking a blanket from somewhere|Someone is sneezing|Putting a cup/glass/bottle somewhere|Holding some clothes|Holding a towel/s|Putting something on a shelf|Putting some food somewhere|Tidying up a closet/cabinet|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Taking food from somewhere|Tidying a shelf or something on a shelf,891
ZAN58,Holding a bag|Someone is sneezing|Opening a bag|Putting groceries somewhere|Putting a box somewhere|Grasping onto a doorknob|Putting a bag somewhere,1050
JTXAM,Watching/Reading/Looking at a book|Turning off a light|Sitting on sofa/couch|Someone is sneezing|Someone is standing up from somewhere|Lying on a sofa/couch|Holding a book|Closing a book|Smiling at a book,712
Z1Q3E,,262
1410C,,895
RBQ9Y,Putting clothes somewhere|Someone is undressing|Putting on shoe/shoes|Someone is dressing|Someone is standing up from somewhere|Sitting in a bed|Someone is going from standing to sitting|Throwing clothes somewhere|Holding some clothes,1726
SUJWY,Sitting in a chair|Watching a laptop or something on a laptop|Someone is laughing|Holding a laptop|Sitting in a bed|Sitting on sofa/couch|Working/Playing on a laptop|Someone is smiling,977
MXATD,Taking a dish/es from somewhere|Someone is cooking something|Opening a closet/cabinet|Putting a dish/es somewhere|Holding a dish|Opening a door|Wash a dish/dishes,533
H608V,Eating a sandwich|Someone is running somewhere|Watching television|Putting something on a table|Drinking from a cup/glass/bottle|Taking a cup/glass/bottle from somewhere|Putting a cup/glass/bottle somewhere|Holding a sandwich|Taking a sandwich from somewhere|Someone is eating something|Putting a sandwich somewhere|Holding a cup/glass/bottle of something,311
N9KNS,Watching/Looking outside of a window|Holding a bag|Opening a bag|Tidying a shelf or something on a shelf|Tidying up a closet/cabinet,810
CIUVA,Washing their hands|Putting groceries somewhere|Holding a bag|Wash a dish/dishes|Putting something on a shelf|Putting a bag somewhere|Working/Playing on a laptop|Washing a cup/glass/bottle|Taking a dish/es from somewhere|Holding a dish|Taking a towel/s from somewhere|Throwing a towel/s somewhere|Holding a towel/s|Taking a cup/glass/bottle from somewhere|Putting a cup/glass/bottle somewhere|Opening a refrigerator|Washing something with a towel|Putting a cup/glass/bottle somewhere|Putting a dish/es somewhere|Opening a refrigerator|Watching/Looking outside of a window|Washing something with a towel,0
DLFPX,Holding a bag|Taking a bag from somewhere|Walking through a doorway,443
YB67Z,Closing a box|Sitting at a table|Sitting in a chair|Taking a box from somewhere|Tidying up a table|Opening a box|Putting a box somewhere|Holding a box,0
S7OTQ,Sitting in a chair|Opening a book|Watching/Reading/Looking at a book|Someone is standing up from somewhere|Closing a book|Putting a book somewhere|Someone is going from standing to sitting|Taking a book from somewhere|Holding a book,910
YMJ6E,Holding a shoe/shoes|Grasping onto a doorknob|Opening a door|Putting clothes somewhere|Walking through a doorway|Taking shoes from somewhere,779
OHNUQ,Someone is eating something|Holding some food|Watching television|Taking food from somewhere|Taking food from somewhere|Holding a dish|Taking food from somewhere|Putting some food somewhere,1118
U5QJR,Sitting in a chair|Throwing a towel/s somewhere|Someone is going from standing to sitting|Throwing clothes somewhere|Throwing a blanket somewhere|Sitting at a table|Taking a towel/s from somewhere|Putting a towel/s somewhere|Holding a towel/s,340
11L5M,Holding a broom|Throwing a broom somewhere|Someone is running somewhere|Tidying something on the floor|Putting a broom somewhere|Tidying up with a broom,877
X9M5B,Lying on a sofa/couch|Sitting on sofa/couch|Holding a laptop|Watching a laptop or something on a laptop|Working/Playing on a laptop|Holding a blanket|Sitting in a chair,969
1O1JS,Wash a dish/dishes|Holding a towel/s|Someone is smiling|Watching/Looking outside of a window|Taking a towel/s from somewhere|Putting a towel/s somewhere|Someone is laughing|Someone is laughing,906
FRGXE,Drinking from a cup/glass/bottle|Sitting in a bed|Someone is sneezing|Someone is going from standing to sitting|Opening a box|Taking something from a box|Putting a cup/glass/bottle somewhere|Holding a cup/glass/bottle of something|Walking through a doorway,359
W0J8C,Drinking from a cup/glass/bottle|Someone is eating something|Putting a cup/glass/bottle somewhere|Holding a dish|Throwing food somewhere|Holding a cup/glass/bottle of something|Someone is standing up from somewhere|Opening a door|Holding some food|Putting some food somewhere|Walking through a doorway,0
Y4U6T,,217
XACI3,Watching a laptop or something on a laptop|Putting clothes somewhere|Washing some clothes|Closing a door|Holding some clothes|Throwing clothes somewhere|Taking some clothes from somewhere|Putting a towel/s somewhere,887
GFPDD,Holding a box|Taking something from a box|Putting groceries somewhere|Putting a box somewhere|Walking through a doorway|Holding some food|Taking food from somewhere|Putting some food somewhere,914
OHOFG,Sitting at a table|Someone is eating something|Someone is standing up from somewhere|Working on paper/notebook|Working at a table|Someone is going from standing to sitting|Sitting in a chair|Holding some food|Sitting on a table|Taking food from somewhere,335
9VF2C,Holding a blanket|Snuggling with a blanket|Someone is awakening somewhere|Someone is standing up from somewhere|Someone is running somewhere|Lying on a bed|Someone is awakening in bed|Snuggling with a pillow|Lying on a sofa/couch|Throwing a blanket somewhere|Putting a blanket somewhere,710
YNWMW,Taking a broom from somewhere|Someone is eating something|Taking something from a box|Drinking from a cup/glass/bottle|Taking a dish/es from somewhere|Putting a dish/es somewhere|Holding a dish|Putting a box somewhere|Sitting on the floor|Holding a box|Someone is standing up from somewhere|Walking through a doorway|Putting something on a shelf|Holding a broom|Taking a cup/glass/bottle from somewhere|Putting some food somewhere|Holding some food,238
AWR2R,Holding a book|Holding a broom|Taking a broom from somewhere|Taking paper/notebook from somewhere|Someone is holding a paper/notebook|Walking through a doorway|Taking a book from somewhere|Tidying something on the floor,1044
8BGE9,Holding some food|Someone is laughing|Holding a bag|Someone is smiling,931
9IST8,Drinking from a cup/glass/bottle|Watching/Looking outside of a window|Sitting on sofa/couch|Sitting in a chair|Holding a cup/glass/bottle of something,944
YE47Y,Snuggling with a pillow|Playing with a phone/camera|Lying on a sofa/couch|Sitting on sofa/couch|Taking a phone/camera from somewhere|Taking a picture of something|Snuggling with a blanket|Sitting in a chair|Taking a phone/camera from somewhere|Lying on a bed|Sitting in a bed|Holding a pillow|Putting a pillow somewhere|Holding a phone/camera,1081
D61NH,Drinking from a cup/glass/bottle|Holding a laptop|Working/Playing on a laptop|Someone is smiling|Holding a cup/glass/bottle of something|Someone is laughing|Sitting in a bed,925
13XM4,Holding a cup/glass/bottle of something|Holding a box|Putting a box somewhere|Holding a bag|Putting groceries somewhere|Putting something on a table|Holding some food|Someone is smiling|Someone is laughing|Taking a cup/glass/bottle from somewhere|Putting some food somewhere,849
2B8ML,Holding a picture|Reaching for and grabbing a picture|Someone is smiling|Watching/looking at a picture|Opening a box|Someone is smiling|Taking something from a box,889
LUTIO,Someone is standing up from somewhere|Holding a shoe/shoes|Someone is awakening somewhere|Lying on the floor|Sitting on the floor|Taking shoes from somewhere,921
E0OJ8,Putting something on a table|Putting a book somewhere|Watching a laptop or something on a laptop|Sitting in a chair|Sitting at a table|Working at a table|Holding a laptop|Sitting on sofa/couch|Tidying up a table|Holding a cup/glass/bottle of something,1017
Z3H4P,Putting some food somewhere|Drinking from a cup/glass/bottle|Putting a dish/es somewhere|Putting a dish/es somewhere|Putting a dish/es somewhere|Taking food from somewhere|Holding a dish|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere|Taking a dish/es from somewhere|Putting a dish/es somewhere|Someone is cooking something|Putting a cup/glass/bottle somewhere,451
LE7PM,Throwing food somewhere|Turning off a light|Putting something on a table|Putting groceries somewhere|Holding some food|Putting some food somewhere,1428
JKGTN,Holding a pillow|Snuggling with a pillow|Drinking from a cup/glass/bottle|Someone is smiling|Taking a cup/glass/bottle from somewhere|Taking a pillow from somewhere|Someone is laughing|Putting a cup/glass/bottle somewhere|Holding a cup/glass/bottle of something,998
120YL,Taking a dish/es from somewhere|Sitting at a table|Opening a bag|Someone is eating something|Someone is going from standing to sitting|Taking something from a box|Holding some food|Putting something on a table|Holding a box|Putting a dish/es somewhere|Opening a box|Putting some food somewhere|Sitting in a chair|Holding a dish|Taking food from somewhere,373
1440M,Closing a door|Holding a pillow|Snuggling with a pillow|Closing a closet/cabinet|Someone is standing up from somewhere|Tidying a shelf or something on a shelf|Putting clothes somewhere|Taking some clothes from somewhere|Closing a closet/cabinet,0
A2X7Q,Opening a bag|Putting a sandwich somewhere|Taking food from somewhere|Taking a sandwich from somewhere|Opening a closet/cabinet|Holding a bag|Opening a door|Taking a bag from somewhere,565
DL6HP,Tidying up a closet/cabinet|Putting groceries somewhere|Putting a cup/glass/bottle somewhere|Tidying a shelf or something on a shelf,1158
YAFX0,Putting clothes somewhere|Watching/Looking outside of a window|Walking through a doorway|Holding some clothes|Throwing clothes somewhere|Washing some clothes|Throwing a bag somewhere|Holding a bag|Taking a bag from somewhere|Putting a bag somewhere,1123
NO1GJ,Throwing a towel/s somewhere|Holding a towel/s|Holding some clothes|Someone is undressing|Taking a towel/s from somewhere|Holding some clothes|Taking some clothes from somewhere|Washing some clothes|Putting clothes somewhere|Closing a closet/cabinet|Putting a towel/s somewhere|Throwing clothes somewhere,760
MPHFU,Washing their hands|Holding a picture|Holding a towel/s|Taking a picture of something|Taking a towel/s from somewhere|Putting a picture somewhere|Washing something with a towel|Watching/looking at a picture,908
SLT0S,Working on paper/notebook|Sitting at a table|Tidying up a table|Putting their paper/notebook somewhere|Holding a book|Taking/consuming some medicine|Someone is holding a paper/notebook|Watching/Reading/Looking at a book|Putting some food somewhere|Someone is eating something|Sitting in a chair|Closing a book|Putting a book somewhere,469
43ODF,Fixing a doorknob|Someone is going from standing to sitting|Grasping onto a doorknob|Fixing a door,903
3XL0K,Closing a closet/cabinet|Holding a phone/camera|Closing a door,873
1L5D3,Holding a pillow|Snuggling with a pillow|Throwing a pillow somewhere|Putting a pillow somewhere|Taking a pillow from somewhere|Holding a phone/camera|Someone is going from standing to sitting|Taking a phone/camera from somewhere|Tidying a shelf or something on a shelf|Playing with a phone/camera|Sitting in a bed,0
L5YHH,Opening a door|Grasping onto a doorknob|Someone is eating something|Holding some food|Turning on a light|Opening a closet/cabinet|Fixing a doorknob|Putting some food somewhere|Throwing food somewhere|Walking through a doorway,551
UUPJS,Holding a book|Opening a book|Holding a broom|Holding a box|Taking a box from somewhere|Smiling at a book|Holding some food|Putting some food somewhere|Closing a box|Putting a broom somewhere|Walking through a doorway|Opening a box,910
9ZE0J,Someone is running somewhere|Someone is dressing|Putting a towel/s somewhere|Holding a towel/s,963
IKK13,Making a sandwich|Someone is smiling|Taking food from somewhere|Someone is laughing|Holding a sandwich|Holding some food|Taking food from somewhere|Someone is laughing,975
C7R3J,Opening a box|Sitting on the floor|Putting a cup/glass/bottle somewhere|Taking a bag from somewhere|Putting a bag somewhere,113
W019T,Holding a bag|Watching a laptop or something on a laptop|Holding a bag|Putting groceries somewhere|Working/Playing on a laptop|Someone is cooking something|Putting something on a table|Holding some food|Working at a table|Walking through a doorway|Opening a bag|Putting some food somewhere|Putting a bag somewhere,929
B32CU,Putting a cup/glass/bottle somewhere|Washing a cup/glass/bottle|Taking a cup/glass/bottle from somewhere|Putting a dish/es somewhere|Wash a dish/dishes|Holding a cup/glass/bottle of something|Taking paper/notebook from somewhere,0
FXU6S,Working/Playing on a laptop|Holding a laptop,924
ETDTU,Holding a mirror|Watching something/someone/themselves in a mirror|Someone is cooking something,212
MB281,Pouring something into a cup/glass/bottle|Turning off a light|Taking/consuming some medicine|Taking a laptop from somewhere|Taking a book from somewhere|Putting a cup/glass/bottle somewhere|Putting something on a shelf|Taking a cup/glass/bottle from somewhere|Holding some medicine|Holding a laptop|Walking through a doorway|Holding a cup/glass/bottle of something|Taking a book from somewhere,859
Y4GHN,Someone is cooking something|Closing a closet/cabinet|Opening a closet/cabinet|Someone is holding a paper/notebook|Holding a book|Putting something on a shelf|Taking food from somewhere|Putting some food somewhere,902
92WXO,Watching something/someone/themselves in a mirror|Someone is dressing|Taking some clothes from somewhere|Holding some clothes,962
ZKK73,,808
0QAZ7,Closing a door|Holding a towel/s|Tidying a shelf or something on a shelf|Opening a door|Washing something with a towel|Walking through a doorway|Putting something on a shelf,455
39I5H,Holding a vacuum|Someone is eating something|Holding a dish|Holding some food|Holding a sandwich|Eating a sandwich|Tidying something on the floor,819
3N1I2,Closing a refrigerator|Opening a refrigerator|Holding a sandwich|Putting a sandwich somewhere|Holding a pillow|Tidying something on the floor|Grasping onto a doorknob|Holding a towel/s|Putting groceries somewhere|Closing a door|Putting a towel/s somewhere|Taking a pillow from somewhere|Holding some food|Opening a door|Putting some food somewhere,941
PMJKO,Holding a vacuum|Holding a cup/glass/bottle of something|Someone is smiling|Throwing something on the floor|Someone is running somewhere,986
S572F,Holding some clothes|Taking some clothes from somewhere|Holding a blanket|Taking a blanket from somewhere|Putting clothes somewhere|Washing some clothes|Snuggling with a blanket|Tidying some clothes|Someone is smiling|Holding a towel/s|Putting a towel/s somewhere,683
73ZXZ,Holding some food|Putting some food somewhere|Closing a closet/cabinet|Closing a door|Putting a cup/glass/bottle somewhere|Putting groceries somewhere|Opening a door|Putting something on a shelf|Holding a cup/glass/bottle of something|Opening a closet/cabinet,510
X817Z,Making a sandwich|Holding a book|Sitting on sofa/couch|Someone is standing up from somewhere|Sitting in a chair|Putting their paper/notebook somewhere|Putting some food somewhere|Putting a book somewhere|Someone is holding a paper/notebook|Walking through a doorway|Holding some food|Sitting in a bed|Holding a dish|Taking food from somewhere|Watching/Reading/Looking at a book|Holding a sandwich,971
DSZYT,Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Someone is cooking something|Holding a dish|Someone is eating something|Putting a cup/glass/bottle somewhere,923
ATV2F,Opening a laptop|Someone is dressing|Someone is going from standing to sitting|Throwing clothes somewhere|Taking some clothes from somewhere|Sitting in a bed|Watching a laptop or something on a laptop|Putting a blanket somewhere|Putting a laptop somewhere|Holding a laptop|Walking through a doorway|Working/Playing on a laptop,765
DUSJO,Watching/Looking outside of a window|Putting something on a shelf|Someone is undressing|Someone is undressing|Taking some clothes from somewhere|Throwing something on the floor|Throwing clothes somewhere|Watching something/someone/themselves in a mirror|Putting clothes somewhere|Throwing something on the floor|Taking a dish/es from somewhere|Throwing clothes somewhere|Holding a cup/glass/bottle of something|Fixing their hair,815
EXYY8,Holding a laptop|Closing a door|Watching something/someone/themselves in a mirror|Someone is running somewhere|Throwing something on the floor|Walking through a doorway|Putting a laptop somewhere,322
GOPZI,Holding a laptop|Taking a laptop from somewhere|Opening a bag|Someone is smiling|Putting a laptop somewhere|Holding a bag|Someone is laughing|Walking through a doorway,959
OKIVH,Holding a book|Holding a mirror|Smiling in a mirror|Watching something/someone/themselves in a mirror|Someone is laughing|Smiling at a book|Opening a book|Someone is smiling|Closing a book|Someone is holding a paper/notebook|Watching/Reading/Looking at a book|Fixing their hair,926
36T5X,Someone is undressing|Opening a door|Someone is sneezing|Watching/Reading/Looking at a book|Sitting on the floor|Walking through a doorway|Grasping onto a doorknob|Closing a door|Working on paper/notebook|Watching something/someone/themselves in a mirror,994
5P284,Holding a phone/camera|Putting a phone/camera somewhere|Watching/Looking outside of a window|Sitting in a chair|Playing with a phone/camera|Taking a phone/camera from somewhere|Putting something on a table|Someone is going from standing to sitting|Someone is standing up from somewhere|Sitting at a table|Opening a window|Closing a window|Working at a table,1194
L0HDB,Putting a dish/es somewhere|Tidying up a closet/cabinet|Taking a dish/es from somewhere|Holding a dish|Taking a dish/es from somewhere|Opening a closet/cabinet|Putting something on a table|Tidying a shelf or something on a shelf|Putting something on a shelf|Putting something on a shelf|Walking through a doorway|Putting something on a shelf|Opening a door,907
IWTWJ,Holding a blanket|Throwing a blanket somewhere|Sitting on sofa/couch|Someone is laughing|Someone is running somewhere|Someone is going from standing to sitting|Someone is sneezing|Throwing clothes somewhere|Putting clothes somewhere|Tidying up a blanket/s|Taking some clothes from somewhere|Holding some clothes|Throwing a towel/s somewhere,588
K7NRW,Opening a bag|Someone is smiling|Someone is eating something|Fixing a doorknob|Eating a sandwich|Holding a bag|Fixing a door|Holding a sandwich|Taking food from somewhere|Someone is laughing|Sitting on sofa/couch|Taking a sandwich from somewhere|Holding some food,922
ST7MR,Walking through a doorway|Closing a door|Throwing something on the floor|Someone is undressing|Putting something on a table|Tidying something on the floor|Tidying some clothes|Putting clothes somewhere|Throwing clothes somewhere|Holding some clothes|Taking some clothes from somewhere,1452
FVINY,Drinking from a cup/glass/bottle|Holding a book|Opening a box|Sitting at a table|Working on paper/notebook|Taking a cup/glass/bottle from somewhere|Opening a book|Taking a box from somewhere|Someone is holding a paper/notebook|Working at a table|Putting something on a table|Holding a box|Putting a cup/glass/bottle somewhere|Putting their paper/notebook somewhere|Holding a cup/glass/bottle of something|Watching/Reading/Looking at a book|Taking something from a box|Sitting in a chair|Taking paper/notebook from somewhere|Putting a box somewhere,925
VE6GK,Sitting at a table|Watching television|Putting a blanket somewhere|Someone is standing up from somewhere|Working at a table|Holding a blanket|Snuggling with a blanket|Someone is going from standing to sitting|Taking a book from somewhere|Holding a book|Watching/Reading/Looking at a book|Throwing a blanket somewhere|Putting on shoe/shoes|Sitting on sofa/couch|Lying on a sofa/couch|Lying on a bed|Sitting in a chair,517
DH4UX,Holding a vacuum|Holding a towel/s|Someone is sneezing|Sitting on the floor|Tidying something on the floor,166
AZPOX,Throwing something on the floor|Holding some clothes|Tidying up a towel/s|Working at a table|Holding a towel/s|Putting a towel/s somewhere|Throwing a towel/s somewhere,784
CUHT0,Taking a picture of something|Putting a phone/camera somewhere|Putting a pillow somewhere|Taking a pillow from somewhere|Putting a bag somewhere|Holding a bag|Taking a bag from somewhere|Walking through a doorway|Holding a pillow,650
VJ0LT,Putting something on a table|Drinking from a cup/glass/bottle|Closing a door|Holding a dish|Putting some food somewhere|Holding some food|Pouring something into a cup/glass/bottle|Taking a cup/glass/bottle from somewhere|Grasping onto a doorknob|Putting a cup/glass/bottle somewhere|Holding a cup/glass/bottle of something,259
4CAB5,Someone is cooking something|Closing a refrigerator|Turning on a light|Opening a refrigerator|Holding a cup/glass/bottle of something|Drinking from a cup/glass/bottle|Taking a cup/glass/bottle from somewhere,540
HLB3J,Holding a vacuum|Holding a vacuum|Someone is awakening somewhere|Snuggling with a blanket|Lying on a sofa/couch|Someone is smiling|Someone is standing up from somewhere|Sitting on sofa/couch|Holding a blanket|Tidying something on the floor,933
VG7S6,Taking a vacuum from somewhere|Someone is sneezing|Walking through a doorway|Sitting on sofa/couch|Sitting on sofa/couch|Sitting in a bed|Holding a vacuum,340
YNF6O,Putting clothes somewhere|Sitting on the floor|Tidying something on the floor|Opening a bag|Holding a bag|Holding a laptop|Taking a laptop from somewhere|Putting a laptop somewhere,247
2S9LB,Holding a phone/camera|Talking on a phone/camera|Sitting in a bed|Sitting in a chair|Sitting in a bed|Holding a cup/glass/bottle of something|Holding some medicine,953
UX0YW,Throwing a broom somewhere|Drinking from a cup/glass/bottle|Holding a cup/glass/bottle of something|Throwing something on the floor|Someone is laughing|Holding a broom|Someone is smiling|Someone is laughing,925
IKJGO,Closing a refrigerator|Closing a book|Opening a book|Watching/Reading/Looking at a book|Opening a refrigerator|Holding a book|Putting a book somewhere|Someone is standing up from somewhere|Walking through a doorway|Washing something with a towel|Opening a door|Fixing their hair|Someone is holding a paper/notebook|Holding a towel/s|Taking a towel/s from somewhere,763
B50MB,Someone is eating something|Someone is standing up from somewhere|Holding some food|Lying on the floor|Sitting on the floor|Holding a dish|Putting some food somewhere|Taking food from somewhere,903
29R4M,Holding a shoe/shoes|Putting something on a table|Playing with a phone/camera|Holding a phone/camera|Putting something on a shelf|Tidying something on the floor,382
FVOU0,Drinking from a cup/glass/bottle|Washing something with a towel|Sitting in a bed|Putting something on a table|Holding a cup/glass/bottle of something|Sitting on the floor|Taking a cup/glass/bottle from somewhere|Putting a cup/glass/bottle somewhere,934
MWPZ1,Putting a towel/s somewhere|Tidying up a towel/s|Throwing a blanket somewhere|Holding a towel/s|Holding some clothes|Putting clothes somewhere|Throwing a towel/s somewhere|Putting a blanket somewhere|Tidying some clothes|Holding some clothes|Tidying up a blanket/s|Holding a blanket,922
XOWBN,Holding a sandwich|Putting something on a table|Holding a cup/glass/bottle of something|Putting a cup/glass/bottle somewhere|Drinking from a cup/glass/bottle|Taking a dish/es from somewhere|Holding some food|Putting some food somewhere|Taking a cup/glass/bottle from somewhere|Walking through a doorway|Putting a sandwich somewhere,927
CG83G,Holding a blanket|Putting something on a table|Tidying up a blanket/s|Putting a blanket somewhere|Throwing a blanket somewhere,812
4VJDU,Tidying up with a broom|Putting on shoe/shoes|Someone is dressing|Someone is sneezing|Holding a broom|Tidying something on the floor|Someone is standing up from somewhere|Holding a shoe/shoes,922
QSVXJ,Playing with a phone/camera|Holding a towel/s|Throwing something on the floor|Holding a phone/camera|Putting a towel/s somewhere|Throwing a towel/s somewhere,961
TKAUR,Holding a book|Drinking from a cup/glass/bottle|Someone is dressing|Taking a dish/es from somewhere|Putting a dish/es somewhere|Putting clothes somewhere|Holding a dish|Smiling at a book|Taking some clothes from somewhere|Holding some clothes|Watching/Reading/Looking at a book|Putting a book somewhere|Putting something on a table|Closing a book|Pouring something into a cup/glass/bottle|Holding a cup/glass/bottle of something|Taking a cup/glass/bottle from somewhere,0
NJANX,Tidying a shelf or something on a shelf|Putting a box somewhere|Washing a table|Washing something with a towel|Putting something on a shelf|Throwing something on the floor|Tidying up a table|Taking a box from somewhere|Holding a box|Someone is sneezing|Closing a box|Holding a towel/s,357
URK3G,Opening a refrigerator|Someone is smiling|Watching/Reading/Looking at a book|Someone is laughing|Holding a book|Someone is running somewhere|Walking through a doorway|Smiling at a book|Opening a book|Holding a cup/glass/bottle of something|Drinking from a cup/glass/bottle|Someone is holding a paper/notebook,932
GV0L7,Sitting on sofa/couch|Turning on a light|Working on paper/notebook|Someone is sneezing|Someone is going from standing to sitting|Someone is holding a paper/notebook|Holding a book|Taking off some shoes|Taking paper/notebook from somewhere|Taking a book from somewhere|Lying on a sofa/couch|Watching/Reading/Looking at a book|Opening a book,911
TRHT1,Sitting in a chair|Someone is standing up from somewhere|Someone is undressing|Watching television|Holding some clothes|Throwing clothes somewhere|Sitting on sofa/couch|Throwing something on the floor|Putting a pillow somewhere,78
1NJOQ,Closing a closet/cabinet|Opening a closet/cabinet|Sitting in a chair|Someone is going from standing to sitting|Walking through a doorway|Opening a door|Holding some medicine|Holding a cup/glass/bottle of something|Closing a door|Taking a cup/glass/bottle from somewhere,1050
CXNYW,Eating a sandwich|Holding a sandwich|Sitting at a table|Sitting at a table|Someone is eating something|Someone is standing up from somewhere|Working at a table|Someone is going from standing to sitting|Taking food from somewhere|Holding some food|Sitting in a chair|Putting some food somewhere,866
EHS68,Holding a shoe/shoes|Throwing shoes somewhere|Someone is undressing|Throwing shoes somewhere|Tidying some clothes|Putting clothes somewhere|Holding some clothes|Taking some clothes from somewhere|Throwing clothes somewhere|Taking shoes from somewhere|Throwing something on the floor,502
1AA3I,Watching/Looking outside of a window|Closing a book|Holding a book|Opening a book|Watching/Reading/Looking at a book|Someone is holding a paper/notebook,819
E5ZF5,Holding some food|Sitting on sofa/couch|Snuggling with a blanket|Drinking from a cup/glass/bottle|Taking a cup/glass/bottle from somewhere|Putting some food somewhere|Holding a blanket|Taking a blanket from somewhere|Holding a cup/glass/bottle of something|Someone is eating something|Putting a blanket somewhere|Someone is going from standing to sitting|Taking food from somewhere,1064
61IVZ,Closing a door|Someone is undressing|Putting a bag somewhere|Opening a door|Walking through a doorway|Throwing something on the floor|Grasping onto a doorknob|Throwing clothes somewhere|Holding some clothes|Putting clothes somewhere|Holding a bag,427
0J471,Someone is standing up from somewhere|Someone is running somewhere|Lying on the floor|Someone is awakening somewhere|Someone is laughing|Someone is smiling,652
E0YEK,Putting clothes somewhere|Someone is going from standing to sitting|Sitting on sofa/couch|Watching/looking at a picture|Holding a picture|Tidying some clothes|Taking some clothes from somewhere|Sitting in a chair|Holding some clothes|Throwing clothes somewhere,1038
W5ZY8,Holding a towel/s|Someone is smiling|Holding a blanket,1005
SW5TC,Holding a shoe/shoes|Lying on a bed|Someone is awakening in bed|Someone is laughing|Watching television|Taking shoes from somewhere|Snuggling with a blanket|Snuggling with a pillow|Someone is dressing|Someone is awakening somewhere|Sitting in a bed|Someone is smiling,707
3MZZI,Someone is sneezing|Someone is running somewhere|Taking a bag from somewhere|Throwing something on the floor|Taking paper/notebook from somewhere|Putting their paper/notebook somewhere|Holding a bag|Putting a book somewhere|Walking through a doorway|Throwing a bag somewhere,958
3YQE2,Turning off a light|Holding a vacuum|Someone is sneezing|Tidying something on the floor,720
MA6GY,Holding a bag|Holding a box|Opening a box|Taking a box from somewhere|Taking something from a box|Taking food from somewhere|Holding some food|Someone is eating something|Taking/consuming some medicine|Putting a box somewhere|Closing a box|Taking a cup/glass/bottle from somewhere|Holding a cup/glass/bottle of something|Holding some medicine|Sitting on the floor,801
7O6FK,Throwing something on the floor|Throwing a blanket somewhere|Taking a picture of something|Throwing clothes somewhere|Throwing a towel/s somewhere|Holding a picture|Reaching for and grabbing a picture|Holding a blanket|Someone is running somewhere,476
XJE7I,Turning on a light|Opening a bag|Taking a bag from somewhere|Grasping onto a doorknob|Closing a door|Opening a door|Watching something/someone/themselves in a mirror|Walking through a doorway|Holding a bag,788
T42IZ,Putting groceries somewhere|Someone is standing up from somewhere|Putting a bag somewhere|Putting something on a shelf|Holding a bag|Opening a door|Opening a refrigerator|Putting a bag somewhere|Closing a door|Putting some food somewhere|Closing a refrigerator|Opening a bag,489
